epoch,loss,step
10,1.0065484046936035,1149
10,0.5374792218208313,1199
11,0.629106879234314,1249
11,1.0571386814117432,1299
12,0.4366467297077179,1349
12,0.6394364237785339,1399
12,0.676807165145874,1449
13,0.5855442881584167,1499
13,0.934331476688385,1549
14,0.28173479437828064,1599
14,0.5474122166633606,1649
15,0.524815022945404,1699
15,0.32221201062202454,1749
16,0.741631805896759,1799
16,0.5757045149803162,1849
16,0.39657485485076904,1899
17,0.9411405920982361,1949
17,0.3077342212200165,1999
18,0.1835073083639145,2049
18,0.9400284290313721,2099
19,0.29813268780708313,2149
19,0.4667409360408783,2199
20,0.4389921724796295,2249
20,0.8935072422027588,2299
20,0.1867138296365738,2349
21,0.45206108689308167,2399
21,0.18205174803733826,2449
22,0.13312527537345886,2499
22,0.48192569613456726,2549
23,0.8804373145103455,2599
23,0.867885947227478,2649
24,0.1738094836473465,2699
24,0.8502495884895325,2749
24,0.861661434173584,2799
25,0.4589191973209381,2849
25,0.8399834036827087,2899
26,0.10010822117328644,2949
26,0.82911616563797,2999
27,0.6293889284133911,3049
27,0.8099797964096069,3099
28,0.6270403265953064,3149
28,0.08699249476194382,3199
29,0.09211777150630951,3249
29,0.1264411360025406,3299
29,0.5941336750984192,3349
30,0.42223307490348816,3399
30,0.4693261981010437,3449
31,0.7400965690612793,3499
31,0.06648507714271545,3549
32,0.4634768068790436,3599
32,0.7592073678970337,3649
33,0.021927418187260628,3699
33,0.4501323699951172,3749
33,0.4971652328968048,3799
34,0.06432531028985977,3849
34,0.6817494034767151,3899
35,0.7393121719360352,3949
35,0.03988344222307205,3999
36,0.3056550920009613,4049
36,0.633699357509613,4099
37,0.03452485799789429,4149
37,0.3825724422931671,4199
37,0.4112803339958191,4249
38,0.2955749034881592,4299
38,0.8366436958312988,4349
39,0.01686117984354496,4399
39,0.3757232129573822,4449
40,0.32363811135292053,4499
40,0.04001608490943909,4549
41,0.72274249792099,4599
41,0.3500382602214813,4649
41,0.08492666482925415,4699
42,0.6027136445045471,4749
42,0.051388565450906754,4799
43,0.019474729895591736,4849
43,0.5333980917930603,4899
44,0.05736842006444931,4949
44,0.2812715768814087,4999
45,0.22377735376358032,5049
45,0.6399476528167725,5099
45,0.03376840427517891,5149
46,0.2686010003089905,5199
46,0.040594421327114105,5249
47,0.023250455036759377,5299
47,0.4245341122150421,5349
48,0.45801958441734314,5399
48,0.47235623002052307,5449
49,0.04151797294616699,5499
49,0.49646955728530884,5549
49,0.48509353399276733,5599
50,0.2896910011768341,5649
50,0.4462283253669739,5699
51,0.032233353704214096,5749
51,0.4859539866447449,5799
52,0.754926860332489,5849
52,0.44750499725341797,5899
53,0.7914962768554688,5949
53,0.026226015761494637,5999
54,0.032695189118385315,6049
54,0.057157453149557114,6099
