epoch,loss,step
90,0.022443635389208794,10099
90,0.3297279179096222,10149
91,0.7012448310852051,10199
91,0.418946772813797,10249
91,0.015331565402448177,10299
92,0.1557004153728485,10349
92,0.2668241858482361,10399
93,0.2111332267522812,10449
93,0.39966636896133423,10499
94,0.5273981690406799,10549
94,0.31295469403266907,10599
95,0.026846880093216896,10649
95,0.2662319839000702,10699
95,0.07034788280725479,10749
96,0.10168567299842834,10799
96,0.3625844419002533,10849
97,0.14158247411251068,10899
97,0.29668128490448,10949
98,0.41000843048095703,10999
98,0.4502107501029968,11049
99,0.012817980721592903,11099
99,0.1342904418706894,11149
99,0.7871662378311157,11199
