epoch,loss,step
10,0.44702428579330444,1149
10,0.635993480682373,1199
11,0.030521849170327187,1249
11,0.041677866131067276,1299
12,0.4150680601596832,1349
12,0.44307416677474976,1399
12,0.6211509704589844,1449
13,0.5581027865409851,1499
13,0.41713947057724,1549
14,0.607558012008667,1599
14,0.4757550358772278,1649
15,0.004489245358854532,1699
15,0.40384042263031006,1749
16,0.6594164967536926,1799
16,0.6244438886642456,1849
16,0.028091982007026672,1899
17,0.37308934330940247,1949
17,0.6131951808929443,1999
18,0.588184118270874,2049
18,0.6370019912719727,2099
19,0.6147967576980591,2149
19,0.3888486623764038,2199
20,0.044538140296936035,2249
20,0.6377954483032227,2299
20,0.06213407963514328,2349
21,0.01494989451020956,2399
21,0.3724367618560791,2449
22,0.3308010399341583,2499
22,0.6720680594444275,2549
23,0.6337617635726929,2599
23,0.6918559074401855,2649
24,0.041248660534620285,2699
24,0.33962664008140564,2749
24,0.4690421223640442,2799
25,0.35948070883750916,2849
25,0.02291683480143547,2899
26,0.34542521834373474,2949
26,0.03590181842446327,2999
27,0.01523177232593298,3049
27,0.6674832105636597,3099
28,0.5820081233978271,3149
28,0.5372503995895386,3199
29,0.3143657445907593,3249
29,0.363802045583725,3299
29,0.24650779366493225,3349
30,0.5542296767234802,3399
30,0.28016844391822815,3449
31,0.03772280365228653,3499
31,0.048112742602825165,3549
32,0.4202384352684021,3599
32,0.01775575801730156,3649
33,0.5564293265342712,3699
33,0.7078769207000732,3749
33,0.3661332130432129,3799
34,0.6259206533432007,3849
34,0.025146804749965668,3899
35,0.2943086624145508,3949
35,0.5164608955383301,3999
36,0.020091921091079712,4049
36,0.008174757473170757,4099
37,0.33780625462532043,4149
37,0.3903406262397766,4199
37,0.6239235401153564,4249
38,0.5194053053855896,4299
38,0.26830732822418213,4349
39,0.5542982816696167,4399
39,0.3183799088001251,4449
40,0.01421853806823492,4499
40,0.36277496814727783,4549
41,0.7489533424377441,4599
41,0.6311309337615967,4649
41,0.048574887216091156,4699
42,0.30296194553375244,4749
42,0.5232489705085754,4799
43,0.5037108659744263,4849
43,0.601301908493042,4899
44,0.6059894561767578,4949
44,0.36908644437789917,4999
45,0.04832170158624649,5049
45,0.5417677164077759,5099
45,0.11008482426404953,5149
46,0.050971608608961105,5199
46,0.3636332154273987,5249
47,0.2776939868927002,5299
47,0.5931074619293213,5349
48,0.5871573686599731,5399
48,0.683831512928009,5449
49,0.05225757136940956,5499
49,0.27954280376434326,5549
49,0.5419104695320129,5599
50,0.3244933485984802,5649
50,0.014421620406210423,5699
51,0.2638181447982788,5749
51,0.03736855834722519,5799
52,0.002459511160850525,5849
52,0.6483330130577087,5899
53,0.48574066162109375,5949
53,0.4484080970287323,5999
54,0.2519255578517914,6049
54,0.25100889801979065,6099
54,0.2191307097673416,6149
55,0.4514957666397095,6199
55,0.27066802978515625,6249
56,0.024288799613714218,6299
56,0.04774770140647888,6349
57,0.477724552154541,6399
57,0.00487461406737566,6449
58,0.4512624442577362,6499
58,0.5899416208267212,6549
58,0.35492825508117676,6599
59,0.47546401619911194,6649
59,0.009042592719197273,6699
60,0.22800186276435852,6749
60,0.4033435583114624,6799
61,0.0038851636927574873,6849
61,0.0019495151937007904,6899
62,0.34795302152633667,6949
62,0.4149415194988251,6999
62,0.4755598306655884,7049
63,0.435534805059433,7099
63,0.22042788565158844,7149
64,0.44764018058776855,7199
64,0.21248365938663483,7249
65,0.018767841160297394,7299
65,0.36504581570625305,7349
66,0.7041429877281189,7399
66,0.517013430595398,7449
66,0.024437131360173225,7499
67,0.24378010630607605,7549
67,0.4107668101787567,7599
68,0.3710983693599701,7649
68,0.506720781326294,7699
69,0.5621964335441589,7749
69,0.3652665615081787,7799
70,0.020227164030075073,7849
70,0.4140785038471222,7899
70,0.08953666687011719,7949
71,0.12365405261516571,7999
71,0.37326234579086304,8049
72,0.2254956066608429,8099
72,0.442815363407135,8149
73,0.5045347213745117,8199
73,0.5543931126594543,8249
74,0.028561236336827278,8299
74,0.22227607667446136,8349
74,0.6521210074424744,8399
75,0.29506751894950867,8449
75,0.002673117909580469,8499
76,0.18666426837444305,8549
76,0.02070700377225876,8599
77,6.316455983323976e-05,8649
77,0.6097018718719482,8699
78,0.3428216278553009,8749
78,0.2790023982524872,8799
79,0.15842635929584503,8849
79,0.1459544599056244,8899
79,0.18781116604804993,8949
80,0.29275062680244446,8999
80,0.20937563478946686,9049
81,0.010638457722961903,9099
81,0.037861283868551254,9149
82,0.5576103925704956,9199
82,3.39084945153445e-05,9249
83,0.3039308190345764,9299
83,0.3926859498023987,9349
83,0.2966005504131317,9399
84,0.33783265948295593,9449
84,0.0019866591319441795,9499
85,0.1265893280506134,9549
85,0.23252861201763153,9599
86,5.2352523198351264e-05,9649
86,0.0002024893183261156,9699
87,0.33176368474960327,9749
87,0.39724403619766235,9799
87,0.3458268642425537,9849
88,0.3228779733181,9899
88,0.11192075163125992,9949
89,0.3163068890571594,9999
89,0.10168751329183578,10049
