epoch,out_0,out_1,step,train_loss
24,-0.02103801816701889,-0.02113918587565422,49,1.0427252054214478
49,-0.005897058639675379,-0.005894373171031475,99,1.0118236541748047
74,0.009210553951561451,0.009340556338429451,149,0.9814060926437378
99,0.027700254693627357,0.02814740501344204,199,0.9444974064826965
124,0.05430258437991142,0.05548935383558273,249,0.8921002745628357
149,0.09358028322458267,0.0962739810347557,299,0.816720724105835
174,0.14736726880073547,0.15290604531764984,349,0.7175680994987488
199,0.2126004695892334,0.22284622490406036,399,0.6039680242538452
224,0.2804259955883026,0.29692551493644714,449,0.49431368708610535
249,0.34042394161224365,0.36343592405319214,499,0.4052138328552246
274,0.3870229423046112,0.415677011013031,549,0.3414333760738373
299,0.4204920530319214,0.45361241698265076,599,0.2985393702983856
324,0.4437040090560913,0.4803035855293274,649,0.2700843811035156
349,0.4596325755119324,0.4990078806877136,699,0.25099313259124756
374,0.4705568552017212,0.5122338533401489,749,0.23791581392288208
399,0.4780600965023041,0.5217234492301941,799,0.22874847054481506
424,0.48321086168289185,0.5286513566970825,849,0.22216954827308655
449,0.48672839999198914,0.5338062047958374,899,0.21733666956424713
474,0.4891000986099243,0.5377224683761597,949,0.213700532913208
499,0.49066051840782166,0.5407665371894836,999,0.210895374417305
524,0.49164119362831116,0.5431919693946838,1049,0.20867358148097992
549,0.4922037124633789,0.5451762080192566,1099,0.20686469972133636
574,0.49246230721473694,0.5468446016311646,1149,0.20534981787204742
599,0.49249809980392456,0.5482864379882812,1199,0.2040451467037201
624,0.4923691749572754,0.5495657920837402,1249,0.20289097726345062
649,0.49211710691452026,0.550728976726532,1299,0.2018444687128067
674,0.49177172780036926,0.5518091917037964,1349,0.20087499916553497
699,0.491354763507843,0.5528308153152466,1399,0.19996029138565063
724,0.4908818006515503,0.5538115501403809,1449,0.19908413290977478
749,0.49036410450935364,0.5547645688056946,1499,0.19823458790779114
774,0.489810049533844,0.5556996464729309,1549,0.19740280508995056
799,0.489225298166275,0.5566234588623047,1599,0.19658276438713074
824,0.4886143207550049,0.5575416088104248,1649,0.19576942920684814
849,0.48798006772994995,0.5584580302238464,1699,0.19495932757854462
874,0.4873247742652893,0.5593759417533875,1749,0.19414956867694855
899,0.4866498112678528,0.5602973103523254,1799,0.19333846867084503
924,0.4859563112258911,0.5612241625785828,1849,0.1925242394208908
949,0.48524484038352966,0.5621575117111206,1899,0.19170604646205902
974,0.484515905380249,0.5630990862846375,1949,0.19088241457939148
999,0.48376959562301636,0.5640496015548706,1999,0.19005276262760162
1024,0.48300600051879883,0.5650096535682678,2049,0.18921659886837006
1049,0.48222512006759644,0.5659801363945007,2099,0.18837325274944305
1074,0.48142674565315247,0.5669616460800171,2149,0.18752221763134003
1099,0.4806106388568878,0.5679548978805542,2199,0.1866629719734192
1124,0.479776531457901,0.5689602494239807,2249,0.18579527735710144
1149,0.478924036026001,0.5699784159660339,2299,0.1849185675382614
1174,0.47805294394493103,0.5710098147392273,2349,0.1840325891971588
1199,0.47716253995895386,0.5720548629760742,2399,0.18313704431056976
1224,0.4762527048587799,0.573114275932312,2449,0.18223142623901367
1249,0.47532275319099426,0.5741885304450989,2499,0.18131540715694427
1274,0.47437208890914917,0.5752781629562378,2549,0.1803886443376541
1299,0.47340044379234314,0.5763837099075317,2599,0.17945076525211334
1324,0.47240716218948364,0.5775059461593628,2649,0.17850123345851898
1349,0.4713914394378662,0.5786452889442444,2699,0.17753981053829193
1374,0.4703528881072998,0.5798023343086243,2749,0.17656607925891876
1399,0.4692907929420471,0.5809778571128845,2799,0.17557956278324127
1424,0.468204528093338,0.5821725726127625,2849,0.17457975447177887
1449,0.46709275245666504,0.5833868384361267,2899,0.173566535115242
1474,0.4659554362297058,0.5846217274665833,2949,0.1725391149520874
1499,0.4647917151451111,0.5858781337738037,2999,0.1714969277381897
1524,0.4636005461215973,0.5871565341949463,3049,0.1704397350549698
1549,0.4623812139034271,0.5884579420089722,3099,0.16936688125133514
1574,0.4611324071884155,0.5897827744483948,3149,0.16827817261219025
1599,0.45985352993011475,0.5911323428153992,3199,0.16717275977134705
1624,0.4585433602333069,0.592507541179657,3249,0.16605010628700256
1649,0.4572010338306427,0.593908965587616,3299,0.16490992903709412
1674,0.45582517981529236,0.5953377485275269,3349,0.1637515425682068
1699,0.4544147253036499,0.5967949628829956,3399,0.16257430613040924
1724,0.4529685080051422,0.5982818603515625,3449,0.1613774597644806
1749,0.4514853358268738,0.5997991561889648,3499,0.16016072034835815
1774,0.4499635398387909,0.6013480424880981,3549,0.15892338752746582
1799,0.44840195775032043,0.6029298901557922,3599,0.1576646864414215
1824,0.446799099445343,0.6045458316802979,3649,0.15638400614261627
1849,0.4451533555984497,0.606196939945221,3699,0.1550808548927307
1874,0.44346290826797485,0.6078846454620361,3749,0.15375445783138275
1899,0.44172635674476624,0.6096103191375732,3799,0.15240411460399628
1924,0.4399417042732239,0.6113754510879517,3849,0.15102903544902802
1949,0.4381070137023926,0.6131809949874878,3899,0.14962895214557648
1974,0.4362204968929291,0.6150291562080383,3949,0.1482025533914566
1999,0.4342799782752991,0.616921067237854,3999,0.14674948155879974
