epoch,out_0,out_1,step,train_loss
3024,0.2634781301021576,0.7586640119552612,6049,0.05824306234717369
3049,0.255684494972229,0.7642720341682434,6099,0.055567678064107895
3074,0.24769239127635956,0.7699688076972961,6149,0.05291435122489929
3099,0.23951447010040283,0.7757450938224792,6199,0.05029026418924332
3124,0.23116576671600342,0.7815896272659302,6249,0.0477030910551548
3149,0.22266486287117004,0.7874900102615356,6299,0.04516049847006798
3174,0.2140333354473114,0.7934327721595764,6349,0.04267001897096634
3199,0.20529615879058838,0.7994029521942139,6399,0.04023917764425278
3224,0.19648124277591705,0.8053846955299377,6449,0.03787511959671974
3249,0.18761926889419556,0.8113608956336975,6499,0.0355847105383873
3274,0.17874309420585632,0.8173145651817322,6549,0.03337397053837776
3299,0.16988730430603027,0.8232279419898987,6599,0.031248360872268677
3324,0.16108807921409607,0.829083263874054,6649,0.029212530702352524
3349,0.15238143503665924,0.8348631262779236,6699,0.027270188555121422
3374,0.1438037008047104,0.8405510187149048,6749,0.02542397752404213
3399,0.13538993895053864,0.846131443977356,6799,0.02367553301155567
3424,0.12717323005199432,0.851589560508728,6849,0.022025659680366516
3449,0.11918443441390991,0.85691237449646,6899,0.02047407068312168
3474,0.11145138740539551,0.8620891571044922,6949,0.01901940070092678
3499,0.1039985939860344,0.8671098947525024,6999,0.017659779638051987
3524,0.09684652090072632,0.8719668388366699,7049,0.01639249175786972
3549,0.09001168608665466,0.8766542673110962,7099,0.015214169397950172
3574,0.08350654691457748,0.8811681270599365,7149,0.01412101462483406
3599,0.07734021544456482,0.8855059742927551,7199,0.013108882121741772
3624,0.07151708751916885,0.8896665573120117,7249,0.012173469178378582
3649,0.06603850424289703,0.8936507105827332,7299,0.011310171335935593
3674,0.06090228259563446,0.8974601030349731,7349,0.010514430701732635
3699,0.05610315129160881,0.9010971188545227,7399,0.00978177972137928
3724,0.05163387954235077,0.9045655727386475,7449,0.009107730351388454
3749,0.04748452454805374,0.9078698754310608,7499,0.008487960323691368
3774,0.04364367946982384,0.9110151529312134,7549,0.007918302901089191
3799,0.04009775072336197,0.9140064120292664,7599,0.007394897285848856
3824,0.036832746118307114,0.9168499112129211,7649,0.006913937162607908
3849,0.033833444118499756,0.9195511341094971,7699,0.006472020410001278
3874,0.03108445554971695,0.9221165776252747,7749,0.006065827794373035
3899,0.02856946922838688,0.9245520830154419,7799,0.005692388396710157
3924,0.026272712275385857,0.9268640279769897,7849,0.0053488705307245255
3949,0.024178413674235344,0.9290583729743958,7899,0.005032714456319809
3974,0.022270632907748222,0.9311412572860718,7949,0.004741526208817959
3999,0.020535171031951904,0.9331187009811401,7999,0.00447310833260417
4024,0.01895666867494583,0.9349963068962097,8049,0.004225480370223522
4049,0.017521951347589493,0.9367793798446655,8099,0.0039968471974134445
4074,0.016217954456806183,0.9384740591049194,8149,0.0037854413967579603
4099,0.015032710507512093,0.9400846362113953,8199,0.003589850850403309
4124,0.013954823836684227,0.9416164755821228,8249,0.0034086359664797783
4149,0.012973983772099018,0.9430744051933289,8299,0.0032405236270278692
4174,0.012080775573849678,0.944462776184082,8349,0.0030843832064419985
4199,0.011266420595347881,0.9457859396934509,8399,0.0029391644056886435
4224,0.010523119941353798,0.9470478296279907,8449,0.002803932409733534
4249,0.009843846783041954,0.948252260684967,8499,0.002677828771993518
4274,0.009221868589520454,0.9494028091430664,8549,0.0025600758381187916
4299,0.008651791140437126,0.9505028128623962,8599,0.0024499716237187386
4324,0.008128316141664982,0.9515554308891296,8649,0.0023468765430152416
4349,0.0076469313353300095,0.9525635838508606,8699,0.0022502136416733265
4374,0.007203418295830488,0.9535300731658936,8749,0.0021594541613012552
4399,0.00679402519017458,0.9544572234153748,8799,0.00207414454780519
4424,0.006415755487978458,0.9553474187850952,8849,0.001993853133171797
4449,0.006065391004085541,0.956203281879425,8899,0.0019181525567546487
4474,0.005740669090300798,0.9570263624191284,8949,0.0018467336194589734
4499,0.005439031403511763,0.9578188061714172,8999,0.0017792531289160252
4524,0.005158307962119579,0.9585825800895691,9049,0.0017154027009382844
4549,0.004896888509392738,0.9593188166618347,9099,0.0016549587016925216
4574,0.0046528964303433895,0.960029661655426,9149,0.0015976279973983765
4599,0.004424894228577614,0.9607161283493042,9199,0.0015432225773110986
4624,0.004211864899843931,0.9613795876502991,9249,0.0014915362698957324
4649,0.004012023564428091,0.9620212912559509,9299,0.0014423823449760675
4674,0.003824680345132947,0.9626426100730896,9349,0.0013955746544525027
4699,0.0036487083416432142,0.9632444381713867,9399,0.001350971288047731
4724,0.0034831338562071323,0.9638277888298035,9449,0.0013084288220852613
4749,0.0033275538589805365,0.9643935561180115,9499,0.0012678188504651189
4774,0.0031807769555598497,0.9649426341056824,9549,0.0012290189042687416
4799,0.0030424268916249275,0.9654759764671326,9599,0.001191908260807395
4824,0.002911289921030402,0.9659940600395203,9649,0.0011564040323719382
4849,0.0027879788540303707,0.9664980173110962,9699,0.0011223829351365566
4874,0.0026713863480836153,0.966988205909729,9749,0.001089778495952487
4899,0.002560736844316125,0.9674652218818665,9799,0.0010585117852315307
4924,0.002455727197229862,0.9679298400878906,9849,0.0010284952586516738
4949,0.00235623586922884,0.9683824777603149,9899,0.0009996677981689572
4974,0.002261803485453129,0.9688238501548767,9949,0.0009719523368403316
4999,0.0021721674129366875,0.9692543745040894,9999,0.000945293519180268
