epoch,loss,step
0,0.8948923349380493,49
0,1.3265427350997925,99
1,0.9142378568649292,149
1,1.2718532085418701,199
2,0.938539445400238,249
2,1.2411121129989624,299
3,0.9103202223777771,349
3,0.8211878538131714,399
4,0.8528185486793518,449
4,0.8614169359207153,499
4,0.956421971321106,549
5,0.8187559843063354,599
5,0.8524006605148315,649
6,1.1323723793029785,699
6,0.7128960490226746,749
7,0.8249981999397278,799
7,1.0835635662078857,849
8,0.6605105996131897,899
8,0.7855307459831238,949
8,0.7405684590339661,999
9,0.598736584186554,1049
9,1.0506341457366943,1099
