epoch,loss,step
10,0.6569501161575317,1149
10,1.0653419494628906,1199
11,0.46911728382110596,1249
11,0.4951607882976532,1299
12,0.6994256973266602,1349
12,0.7313806414604187,1399
12,1.0156400203704834,1449
13,0.9736794233322144,1499
13,0.5523774027824402,1549
14,0.9923290014266968,1599
14,0.5401651263237,1649
15,0.2516961693763733,1699
15,0.6368592381477356,1749
16,0.9647989273071289,1799
16,0.9624249339103699,1849
16,0.27490857243537903,1899
17,0.5395469069480896,1949
17,0.9461363554000854,1999
18,0.941912829875946,2049
18,0.9394909739494324,2099
19,0.9201490879058838,2149
19,0.579029381275177,2199
20,0.27177146077156067,2249
20,0.9261718988418579,2299
20,0.2403021901845932,2349
21,0.09044907987117767,2399
21,0.5547107458114624,2449
22,0.48107483983039856,2499
22,0.8938911557197571,2549
23,0.8890625238418579,2599
23,0.8836669921875,2649
24,0.14488956332206726,2699
24,0.4641546308994293,2749
24,0.6622934341430664,2799
25,0.49930238723754883,2849
25,0.08433900773525238,2899
26,0.42945292592048645,2949
26,0.09756461530923843,2999
27,0.09917905926704407,3049
27,0.8708474040031433,3099
28,0.7973024249076843,3149
28,0.7921605706214905,3199
29,0.3936770260334015,3249
29,0.36298874020576477,3299
29,0.5454395413398743,3349
30,0.7555128335952759,3399
30,0.4854429364204407,3449
31,0.06715532392263412,3499
31,0.07396288961172104,3549
32,0.6662062406539917,3599
32,0.03947534039616585,3649
33,0.7040265798568726,3699
33,0.6434965133666992,3749
33,0.4323432743549347,3799
34,0.6525792479515076,3849
34,0.0400017648935318,3899
35,0.34996703267097473,3949
35,0.6883881092071533,3999
36,0.037759870290756226,4049
36,0.04787781089544296,4099
37,0.5163618326187134,4149
37,0.45236578583717346,4199
37,0.5789432525634766,4249
38,0.7778938412666321,4299
38,0.34798911213874817,4349
39,0.6250272393226624,4399
39,0.2538281977176666,4449
40,0.020083529874682426,4499
40,0.4477103352546692,4549
41,0.7688528895378113,4599
41,0.598934531211853,4649
41,0.03807159513235092,4699
42,0.3486497402191162,4749
42,0.5197765827178955,4799
43,0.573034405708313,4849
43,0.5696210861206055,4899
44,0.8474301695823669,4949
44,0.3534601032733917,4999
45,0.07105284184217453,5049
45,0.46786072850227356,5099
45,0.05214414373040199,5149
46,0.014496599324047565,5199
46,0.5289030075073242,5249
47,0.3495442867279053,5299
47,0.4169501066207886,5349
48,0.6022675633430481,5399
48,0.4595000147819519,5449
49,0.034639324992895126,5499
49,0.3105015754699707,5549
49,0.7846797108650208,5599
50,0.32209599018096924,5649
50,0.02008119225502014,5699
51,0.23218059539794922,5749
51,0.026650240644812584,5799
52,0.037181612104177475,5849
52,0.7102991938591003,5899
53,0.44999125599861145,5949
53,0.43542593717575073,5999
54,0.2250048965215683,6049
54,0.14924730360507965,6099
54,0.6344748139381409,6149
55,0.4035537540912628,6199
55,0.4217151999473572,6249
56,0.022741936147212982,6299
56,0.026343176141381264,6349
57,0.7968140244483948,6399
57,0.01341236848384142,6449
58,0.39746978878974915,6499
58,0.28835785388946533,6549
58,0.2196054458618164,6599
59,0.3344114124774933,6649
59,0.014788763597607613,6699
60,0.17685063183307648,6749
60,0.40405046939849854,6799
61,0.014193889684975147,6849
61,0.024488693103194237,6899
62,0.4540376663208008,6949
62,0.34343552589416504,6999
62,0.316919207572937,7049
63,0.6666852831840515,7099
63,0.18795621395111084,7149
64,0.3969219923019409,7199
64,0.08545476943254471,7249
65,0.007633327040821314,7299
65,0.34724119305610657,7349
66,0.7204610109329224,7399
66,0.4075092673301697,7449
66,0.01645611599087715,7499
67,0.20576032996177673,7549
67,0.2912474572658539,7599
68,0.34065085649490356,7649
68,0.38474902510643005,7699
69,0.8494423627853394,7749
69,0.23737342655658722,7799
70,0.04060712829232216,7849
70,0.25217169523239136,7899
70,0.02411486767232418,7949
71,0.007556781638413668,7999
71,0.47834253311157227,8049
72,0.21633011102676392,8099
72,0.22510085999965668,8149
73,0.4737095236778259,8199
73,0.30664709210395813,8249
74,0.015667207539081573,8299
74,0.18337613344192505,8349
74,0.9345133304595947,8399
75,0.20974363386631012,8449
75,0.009036832489073277,8499
76,0.11213438957929611,8549
76,0.01211522426456213,8599
77,0.021090175956487656,8649
77,0.678507924079895,8699
78,0.27382346987724304,8749
78,0.24432745575904846,8799
79,0.108472540974617,8849
79,0.05659380182623863,8899
79,0.5392429828643799,8949
80,0.22809503972530365,8999
80,0.30861592292785645,9049
81,0.010627342388033867,9099
81,0.01275629736483097,9149
82,0.9085709452629089,9199
82,0.006210433319211006,9249
83,0.24051684141159058,9299
83,0.16024115681648254,9349
83,0.13199149072170258,9399
84,0.19696500897407532,9449
84,0.0070279063656926155,9499
85,0.08226163685321808,9549
85,0.2365240901708603,9599
86,0.00680888956412673,9649
86,0.013648757711052895,9699
87,0.3856653571128845,9749
87,0.2752886414527893,9799
87,0.20225104689598083,9849
88,0.5600674748420715,9899
88,0.0903468132019043,9949
89,0.27167809009552,9999
89,0.03172176331281662,10049
90,0.0036171739920973778,10099
90,0.27144038677215576,10149
91,0.7464411854743958,10199
91,0.31271377205848694,10249
91,0.00837327353656292,10299
92,0.11958838999271393,10349
92,0.18102265894412994,10399
93,0.20782001316547394,10449
93,0.29217442870140076,10499
94,0.8636804819107056,10549
94,0.16866301000118256,10599
95,0.023506421595811844,10649
95,0.15285181999206543,10699
95,0.012977427802979946,10749
96,0.004209230188280344,10799
96,0.41841480135917664,10849
97,0.13116396963596344,10899
97,0.14118073880672455,10949
98,0.3994191288948059,10999
98,0.2383286952972412,11049
99,0.008220290765166283,11099
99,0.10894569754600525,11149
99,1.0806515216827393,11199
