epoch,loss,step
0,0.9311897158622742,49
0,0.8725360631942749,99
1,0.8765588402748108,149
1,0.8299525380134583,199
2,0.9053495526313782,249
2,1.1915159225463867,299
3,1.2273273468017578,349
3,1.2248201370239258,399
4,0.8050234317779541,449
4,0.7998642921447754,499
4,0.7626468539237976,549
5,1.1757811307907104,599
5,0.7862143516540527,649
6,0.6860364675521851,699
6,0.7086894512176514,749
7,0.8766922950744629,799
7,0.6395106911659241,849
8,1.0963046550750732,899
8,1.1200981140136719,949
8,0.7840985655784607,999
9,1.093454122543335,1049
9,0.542879581451416,1099
